statement,object_1,object_2,correct_object_2,correct,negation,real_object,category,is_true,is_false,is_unvefiriable,multiclass_label
The city of Coimbatore is not located in India.,Coimbatore,India,India,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Caoqiao is not located in China.,Caoqiao,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Faisalabad is located in Pakistan.,Faisalabad,Pakistan,Pakistan,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Mumbai is located in India.,Mumbai,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Odesa is located in Ukraine.,Odesa,Ukraine,Ukraine,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Saint John is not located in Canada.,Saint John,Canada,Canada,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Los Ángeles is not located in Chile.,Los Ángeles,Chile,Chile,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Tokyo is not located in Japan.,Tokyo,Japan,Japan,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kafanchan is located in Qatar.,Kafanchan,Qatar,Nigeria,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of San Pedro Sula is located in Ethiopia.,San Pedro Sula,Ethiopia,the Honduras,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Columbia is not located in Portugal.,Columbia,Portugal,"the United States, TN, the United States, MD, the United States, MO, the United States, SC",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Birmingham is located in the United Kingdom.,Birmingham,the United Kingdom,"the United States, AL, the United Kingdom",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Shinyanga is located in Tanzania.,Shinyanga,Tanzania,Tanzania,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Istra is located in Russia.,Istra,Russia,Russia,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Sofia is located in Bulgaria.,Sofia,Bulgaria,Bulgaria,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Akola is located in India.,Akola,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Bhongīr is located in the United States, NC.",Bhongīr,"the United States, NC",India,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Barranquilla is not located in Egypt.,Barranquilla,Egypt,Colombia,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Mawlamyinegyunn is not located in Myanmar.,Mawlamyinegyunn,Myanmar,Myanmar,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Cumbum is located in India.,Cumbum,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Lichuan is not located in China.,Lichuan,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Cotonou is located in Benin.,Cotonou,Benin,Benin,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Xuanzhou is not located in China.,Xuanzhou,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Normal is not located in the United States, IL.",Normal,"the United States, IL","the United States, IL",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Nanchong is located in the United States, DE.",Nanchong,"the United States, DE",China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Dhanbad is located in Morocco.,Dhanbad,Morocco,India,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Göteborg is not located in Sweden.,Göteborg,Sweden,Sweden,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Anxiang is located in China.,Anxiang,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Milan is located in Italy.,Milan,Italy,Italy,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Shijiazhuang is not located in the United States, WY.",Shijiazhuang,"the United States, WY",China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Nyíregyháza is not located in Namibia.,Nyíregyháza,Namibia,Hungary,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Nalchik is located in the United States, VT.",Nalchik,"the United States, VT",Russia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Bhatkal is not located in the United States, FL.",Bhatkal,"the United States, FL",India,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Jinjiang is not located in the Republic of the Congo.,Jinjiang,the Republic of the Congo,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Kirkuk is not located in the United States, GA.",Kirkuk,"the United States, GA",Iraq,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Kanayannur is not located in the Bahamas.,Kanayannur,the Bahamas,India,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Paris is not located in the Central African Republic.,Paris,the Central African Republic,France,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Al Fāw is not located in the United States, HI.",Al Fāw,"the United States, HI",Iraq,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Fīrūzābād is located in Singapore.,Fīrūzābād,Singapore,Iran,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Guilin is not located in China.,Guilin,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Ganzhou is not located in China.,Ganzhou,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Durrës is located in the United States, PA.",Durrës,"the United States, PA",Albania,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kota is located in Ethiopia.,Kota,Ethiopia,India,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Changde is located in Tanzania.,Changde,Tanzania,China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Shijiazhuang is located in China.,Shijiazhuang,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Bucheon-si is located in the South Korea.,Bucheon-si,the South Korea,the South Korea,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Farrukhābād is located in India.,Farrukhābād,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Daejeon is located in Latvia.,Daejeon,Latvia,the South Korea,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Buenavista is not located in Mexico.,Buenavista,Mexico,"the Philippines, Mexico",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Seongnam-si is located in Slovenia.,Seongnam-si,Slovenia,the South Korea,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Columbus is located in Belgium.,Columbus,Belgium,"the United States, GA, the United States, IN, the United States, OH",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Mombasa is located in Kenya.,Mombasa,Kenya,Kenya,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Sydney is not located in Australia.,Sydney,Australia,"Canada, Australia",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Bremerhaven is not located in Japan.,Bremerhaven,Japan,Germany,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Buenavista is not located in Russia.,Buenavista,Russia,"the Philippines, Mexico",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Köln is not located in Germany.,Köln,Germany,Germany,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Chiba is located in Chad.,Chiba,Chad,Japan,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Port Harcourt is not located in Nigeria.,Port Harcourt,Nigeria,Nigeria,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Guacamayas is located in the Belarus.,Guacamayas,the Belarus,Mexico,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Alsdorf is located in Rwanda.,Alsdorf,Rwanda,Germany,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Prague is not located in Czechia.,Prague,Czechia,Czechia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Yevlakh is located in Azerbaijan.,Yevlakh,Azerbaijan,Azerbaijan,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Ciudad Guayana is not located in Vanuatu.,Ciudad Guayana,Vanuatu,Venezuela,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Port Moresby is located in Papua New Guinea.,Port Moresby,Papua New Guinea,Papua New Guinea,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Melbourne is not located in the United States, FL.",Melbourne,"the United States, FL","the United States, FL, Australia",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Queens is located in the United States, NY.",Queens,"the United States, NY","the United States, NY",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Coventry is located in Denmark.,Coventry,Denmark,"the United States, RI, the United Kingdom",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Nanning is not located in China.,Nanning,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Rouached is not located in Algeria.,Rouached,Algeria,Algeria,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Bahādurganj is not located in India.,Bahādurganj,India,India,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Temuco is located in Nigeria.,Temuco,Nigeria,Chile,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Lüeyang Chengguanzhen is not located in China.,Lüeyang Chengguanzhen,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Cartagena is not located in Colombia.,Cartagena,Colombia,"Spain, Colombia",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Chattogram is not located in the United States, CT.",Chattogram,"the United States, CT",Bangladesh,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Potiskum is not located in Suriname.,Potiskum,Suriname,Nigeria,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Manhattan is not located in India.,Manhattan,India,"the United States, KS, the United States, NY",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Wylie is not located in Guatemala.,Wylie,Guatemala,"the United States, TX",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Ouagadougou is located in Burkina Faso.,Ouagadougou,Burkina Faso,Burkina Faso,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Asaba is not located in Nigeria.,Asaba,Nigeria,Nigeria,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Narela is located in India.,Narela,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Ciudad Mante is not located in Mexico.,Ciudad Mante,Mexico,Mexico,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Photharam is located in the United States, AZ.",Photharam,"the United States, AZ",Thailand,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Indore is not located in Mozambique.,Indore,Mozambique,India,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Caltanissetta is located in Cuba.,Caltanissetta,Cuba,Italy,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Collegno is located in Italy.,Collegno,Italy,Italy,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Maoming is not located in the United States, AR.",Maoming,"the United States, AR",China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Lagos is located in Lesotho.,Lagos,Lesotho,Nigeria,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Zhoushan is not located in Burkina Faso.,Zhoushan,Burkina Faso,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of João Pessoa is not located in the United States, CA.",João Pessoa,"the United States, CA",Brazil,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Abadeh is located in Iran.,Abadeh,Iran,Iran,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Kawasaki is not located in Japan.,Kawasaki,Japan,Japan,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Lviv is not located in Ukraine.,Lviv,Ukraine,Ukraine,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Macclesfield is not located in Guam.,Macclesfield,Guam,the United Kingdom,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Bogor is not located in Hungary.,Bogor,Hungary,Indonesia,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Pekanbaru is located in Indonesia.,Pekanbaru,Indonesia,Indonesia,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Culiacán is located in Mexico.,Culiacán,Mexico,Mexico,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Morgantown is located in the United States, WV.",Morgantown,"the United States, WV","the United States, WV",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Saint-Malo is not located in France.,Saint-Malo,France,France,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Goyang-si is located in the South Korea.,Goyang-si,the South Korea,the South Korea,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Qingdao is not located in Sierra Leone.,Qingdao,Sierra Leone,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Kaeng Khoi is located in Thailand.,Kaeng Khoi,Thailand,Thailand,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Shangyu is located in Rwanda.,Shangyu,Rwanda,China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Köln is not located in Turkmenistan.,Köln,Turkmenistan,Germany,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Chandīgarh is not located in India.,Chandīgarh,India,India,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Huainan is not located in China.,Huainan,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Riyadh is located in the United States, GA.",Riyadh,"the United States, GA",Saudi Arabia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Zhenjiang is located in China.,Zhenjiang,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Chattogram is located in Bangladesh.,Chattogram,Bangladesh,Bangladesh,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Dublin is located in Togo.,Dublin,Togo,"the United States, CA, Ireland, the United States, OH",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Corona is not located in Serbia.,Corona,Serbia,"the United States, CA, the United States, NY",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Al Mawşil al Jadīdah is located in the South Africa.,Al Mawşil al Jadīdah,the South Africa,Iraq,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Palani is not located in Guam.,Palani,Guam,India,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Linfen is not located in China.,Linfen,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Groningen is located in the Netherlands.,Groningen,the Netherlands,the Netherlands,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Kangayam is located in India.,Kangayam,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Iztapalapa is not located in Kyrgyzstan.,Iztapalapa,Kyrgyzstan,Mexico,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Toronto is not located in Canada.,Toronto,Canada,Canada,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kanpur is located in Kosovo.,Kanpur,Kosovo,India,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Żoliborz is not located in Poland.,Żoliborz,Poland,Poland,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Suzhou is not located in China.,Suzhou,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Bucharest is located in Fiji.,Bucharest,Fiji,Romania,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Shuitu is not located in Czechia.,Shuitu,Czechia,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Belém is located in Brazil.,Belém,Brazil,Brazil,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Kanpur is not located in India.,Kanpur,India,India,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Tirunelveli is located in Tajikistan.,Tirunelveli,Tajikistan,India,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Jodhpur is located in the United States, NV.",Jodhpur,"the United States, NV",India,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Madrid is located in Iraq.,Madrid,Iraq,"Spain, Colombia",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Shiraz is located in Iran.,Shiraz,Iran,Iran,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Túxpam de Rodríguez Cano is not located in Mexico.,Túxpam de Rodríguez Cano,Mexico,Mexico,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Liupanshui is not located in China.,Liupanshui,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Brussels is located in Egypt.,Brussels,Egypt,Belgium,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Shivaji Nagar is not located in India.,Shivaji Nagar,India,India,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Rawalpindi is located in Pakistan.,Rawalpindi,Pakistan,Pakistan,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Omdurman is not located in Croatia.,Omdurman,Croatia,Sudan,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Bluefields is located in Kuwait.,Bluefields,Kuwait,Nicaragua,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Hoppers Crossing is located in Australia.,Hoppers Crossing,Australia,Australia,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Zhengzhou is not located in China.,Zhengzhou,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Santos is located in Finland.,Santos,Finland,Brazil,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Zhaoqing is located in China.,Zhaoqing,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Shubrā al Khaymah is not located in Mali.,Shubrā al Khaymah,Mali,Egypt,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Voronezh is located in Colombia.,Voronezh,Colombia,Russia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Visakhapatnam is not located in the United States, AR.",Visakhapatnam,"the United States, AR",India,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Saint-Brieuc is located in France.,Saint-Brieuc,France,France,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Dakar is located in Senegal.,Dakar,Senegal,Senegal,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Yunfu is not located in France.,Yunfu,France,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Onitsha is not located in Nigeria.,Onitsha,Nigeria,Nigeria,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Anshun is not located in China.,Anshun,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Chenshi is located in China.,Chenshi,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Pingxiang is located in China.,Pingxiang,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Cairo is not located in Egypt.,Cairo,Egypt,Egypt,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Puyang is located in Spain.,Puyang,Spain,China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Pyongyang is located in Suriname.,Pyongyang,Suriname,the North Korea,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Hefei is not located in Kazakhstan.,Hefei,Kazakhstan,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Situbondo is not located in Indonesia.,Situbondo,Indonesia,Indonesia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kula is located in Turkey.,Kula,Turkey,Turkey,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Corrientes is located in Argentina.,Corrientes,Argentina,Argentina,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Sydney is located in the United Arab Emirates.,Sydney,the United Arab Emirates,"Canada, Australia",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Żoliborz is located in Poland.,Żoliborz,Poland,Poland,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Mysore is located in India.,Mysore,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Ahmedabad is located in India.,Ahmedabad,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Ashgabat is not located in Portugal.,Ashgabat,Portugal,Turkmenistan,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Incheon is located in Argentina.,Incheon,Argentina,the South Korea,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Arad is located in Romania.,Arad,Romania,Romania,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Duque de Caxias is not located in Brazil.,Duque de Caxias,Brazil,Brazil,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Laiwu is located in China.,Laiwu,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Tehran is located in Iran.,Tehran,Iran,Iran,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Calumpit is not located in the Philippines.,Calumpit,the Philippines,the Philippines,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Junín is located in Belize.,Junín,Belize,Argentina,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Moscow is not located in Mali.,Moscow,Mali,Russia,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Patiāla is not located in India.,Patiāla,India,India,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Ikongo is not located in Madagascar.,Ikongo,Madagascar,Madagascar,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Wuxi is located in China.,Wuxi,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Carrizal is not located in Venezuela.,Carrizal,Venezuela,Venezuela,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Balykchy is located in Kyrgyzstan.,Balykchy,Kyrgyzstan,Kyrgyzstan,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Protvino is not located in Russia.,Protvino,Russia,Russia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Sale is located in Morocco.,Sale,Morocco,"Morocco, the United Kingdom",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Nagoya is located in Guatemala.,Nagoya,Guatemala,Japan,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Yangon is not located in Myanmar.,Yangon,Myanmar,Myanmar,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Comalcalco is located in New Caledonia.,Comalcalco,New Caledonia,Mexico,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Novyye Cherëmushki is located in Niger.,Novyye Cherëmushki,Niger,Russia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Tiruttangal is not located in India.,Tiruttangal,India,India,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Ciudad Mante is not located in Sweden.,Ciudad Mante,Sweden,Mexico,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Maceió is located in Brazil.,Maceió,Brazil,Brazil,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Salem is not located in Martinique.,Salem,Martinique,"the United States, OR, the United States, MA, India",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Morbi is located in Fiji.,Morbi,Fiji,India,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Nizhniy Novgorod is not located in Russia.,Nizhniy Novgorod,Russia,Russia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Wanzhou is located in China.,Wanzhou,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Hitachi is not located in the United States, OR.",Hitachi,"the United States, OR",Japan,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Yekaterinburg is not located in Russia.,Yekaterinburg,Russia,Russia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Beni Saf is not located in Algeria.,Beni Saf,Algeria,Algeria,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Winnipeg is located in Canada.,Winnipeg,Canada,Canada,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Poprad is located in Cabo Verde.,Poprad,Cabo Verde,Slovakia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Alcalá de Guadaira is not located in Saudi Arabia.,Alcalá de Guadaira,Saudi Arabia,Spain,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Jingzhou is not located in China.,Jingzhou,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Jinan is located in China.,Jinan,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Schwäbisch Hall is not located in Guinea.,Schwäbisch Hall,Guinea,Germany,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Makassar is not located in Indonesia.,Makassar,Indonesia,Indonesia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Hamilton is not located in Senegal.,Hamilton,Senegal,"New Zealand, the United States, OH, the United Kingdom, Canada",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Ordos is not located in China.,Ordos,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Cartagena is not located in Macao.,Cartagena,Macao,"Spain, Colombia",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
