statement,object_1,object_2,correct_object_2,correct,negation,real_object,category
Aphorism is a type of a maxim.,aphorism,maxim,"axiom, maxim",TRUE,FALSE,TRUE,types
Miniskirt is not a type of a skirt.,miniskirt,skirt,skirt,FALSE,TRUE,TRUE,types
Merino is not a type of a domestic sheep.,merino,domestic sheep,"domestic sheep, ovis aries",FALSE,TRUE,TRUE,types
Enjoining is not a type of a work table.,enjoining,work table,"prohibition, proscription, ban",TRUE,TRUE,TRUE,types
Caressing is a type of a stimulation.,caressing,stimulation,"arousal, foreplay, stimulation",TRUE,FALSE,TRUE,types
Finitude is a type of a potential unit.,finitude,potential unit,quality,FALSE,FALSE,TRUE,types
Resettlement is a type of thinness.,resettlement,thinness,"conveyance, transfer, transferral, transport, transportation",FALSE,FALSE,TRUE,types
Ticker is a type of a lettuce.,ticker,lettuce,"timepiece, timekeeper, horologe",FALSE,FALSE,TRUE,types
Wife is a type of irresponsibleness.,wife,irresponsibleness,"mate, spouse, partner, adult female, woman, better half, married person",FALSE,FALSE,TRUE,types
Restorer is a type of a reseda.,restorer,reseda,"skilled worker, skilled workman, trained worker",FALSE,FALSE,TRUE,types
Rhabdomyosarcoma is a type of an incline.,rhabdomyosarcoma,incline,sarcoma,FALSE,FALSE,TRUE,types
Retaliation is not a type of a public assistance.,retaliation,public assistance,"paying back, return, getting even",TRUE,TRUE,TRUE,types
Sheepherder is not a type of a herdsman.,sheepherder,herdsman,"drover, herder, herdsman",FALSE,TRUE,TRUE,types
Dace is a type of a cyprinid fish.,dace,cyprinid fish,"cyprinid, cyprinid fish",TRUE,FALSE,TRUE,types
Bobwhite is a type of a quail.,bobwhite,quail,quail,TRUE,FALSE,TRUE,types
Worriment is not a type of a difficulty.,worriment,difficulty,"difficultness, difficulty",FALSE,TRUE,TRUE,types
Abruption is not a type of a disruption.,abruption,disruption,"break, disruption, gap, interruption",FALSE,TRUE,TRUE,types
Grandmother is a type of a grandparent.,grandmother,grandparent,grandparent,TRUE,FALSE,TRUE,types
Schmooze is not a type of a conversation.,schmooze,conversation,conversation,FALSE,TRUE,TRUE,types
Waif is a type of a hankey.,waif,hankey,"child, fry, kid, minor, nestling, nipper, shaver, small fry, tiddler, tike, tyke, youngster",FALSE,FALSE,TRUE,types
Springtime is not a type of a mental attitude.,springtime,mental attitude,"season, time of year",TRUE,TRUE,TRUE,types
Veiling is a type of a bureau.,veiling,bureau,"meshing, net, network, mesh, meshwork",FALSE,FALSE,TRUE,types
Prosecutor is a type of an official.,prosecutor,official,"attorney, functionary, lawyer, official",TRUE,FALSE,TRUE,types
Comportment is a type of a vertebrate foot.,comportment,vertebrate foot,"manner, personal manner",FALSE,FALSE,TRUE,types
Tadpole is not a type of a someone.,tadpole,someone,larva,TRUE,TRUE,TRUE,types
Amitriptyline is a type of a tricyclic antidepressant drug.,amitriptyline,tricyclic antidepressant drug,"tricyclic, tricyclic antidepressant, tricyclic antidepressant drug",TRUE,FALSE,TRUE,types
Rounding is not a type of a touch.,rounding,touch,"miscalculation, misestimation, misreckoning",TRUE,TRUE,TRUE,types
Bunch is not a type of a scrutiny.,bunch,scrutiny,"accumulation, aggregation, assemblage, collection",TRUE,TRUE,TRUE,types
Candidate is not a type of an anticoagulant.,candidate,anticoagulant,"political leader, pol, politico, politician",TRUE,TRUE,TRUE,types
Plaintiff is a type of a political leader.,plaintiff,political leader,"litigant, litigator",FALSE,FALSE,TRUE,types
Pajama is a type of nightclothes.,pajama,nightclothes,"nightwear, sleepwear, nightclothes",TRUE,FALSE,TRUE,types
Decoding is not a type of a benzodiazepine.,decoding,benzodiazepine,"coding, cryptography, secret writing, steganography",TRUE,TRUE,TRUE,types
Irrelevancy is not a type of an exposure.,irrelevancy,exposure,unconnectedness,TRUE,TRUE,TRUE,types
Jewellery is not a type of an adornment.,jewellery,adornment,adornment,FALSE,TRUE,TRUE,types
Quechua is a type of an alkali.,quechua,alkali,"american-indian language, american indian, indian, amerindian language, amerind",FALSE,FALSE,TRUE,types
Docker is not a type of a jack.,docker,jack,"jack, laborer, labourer, manual laborer",FALSE,TRUE,TRUE,types
Lense is a type of an assemblage.,lense,assemblage,optical device,FALSE,FALSE,TRUE,types
Pyjama is a type of nightclothes.,pyjama,nightclothes,"nightwear, sleepwear, nightclothes",TRUE,FALSE,TRUE,types
Rusk is not a type of bourgeois.,rusk,bourgeois,toast,TRUE,TRUE,TRUE,types
Plaintiff is a type of a standard temperature.,plaintiff,standard temperature,"litigant, litigator",FALSE,FALSE,TRUE,types
Learning is a type of an education.,learning,education,education,TRUE,FALSE,TRUE,types
Debater is not a type of a controversialist.,debater,controversialist,"controversialist, disputant, eristic",FALSE,TRUE,TRUE,types
Haystack is a type of a degree.,haystack,degree,stack,FALSE,FALSE,TRUE,types
Nard is a type of an emollient.,nard,emollient,"cream, emollient, ointment",TRUE,FALSE,TRUE,types
Permanency is not a type of a length.,permanency,length,"length, duration",FALSE,TRUE,TRUE,types
Depositary is a type of a fixing.,depositary,fixing,"facility, installation",FALSE,FALSE,TRUE,types
Sheepherder is a type of a vice crime.,sheepherder,vice crime,"drover, herder, herdsman",FALSE,FALSE,TRUE,types
Tricker is not a type of an individual.,tricker,individual,"bad hat, mischief-maker, trouble maker, troublemaker, troubler",TRUE,TRUE,TRUE,types
Bluejacket is not a type of chinese.,bluejacket,chinese,"military man, serviceman, military personnel, man",TRUE,TRUE,TRUE,types
Caressing is a type of a damage.,caressing,damage,"arousal, foreplay, stimulation",FALSE,FALSE,TRUE,types
Dowser is a type of a diviner.,dowser,diviner,diviner,TRUE,FALSE,TRUE,types
Muttonhead is not a type of a distribution.,muttonhead,distribution,"dolt, dullard, pillock, poor fish, pudden-head, pudding head, stupe, stupid, stupid person",TRUE,TRUE,TRUE,types
Leukemia is not a type of a malignant neoplastic disease.,leukemia,malignant neoplastic disease,"cancer, malignant neoplastic disease",FALSE,TRUE,TRUE,types
Bedclothes is not a type of an arousal.,bedclothes,arousal,cloth covering,TRUE,TRUE,TRUE,types
Candidacy is not a type of a cause.,candidacy,cause,"campaign, crusade, movement, drive, effort, cause",FALSE,TRUE,TRUE,types
Glioblastoma is a type of an authority.,glioblastoma,authority,"brain tumor, brain tumour",FALSE,FALSE,TRUE,types
Chattel is a type of a personal property.,chattel,personal property,"personal property, personalty, private property, personal estate",TRUE,FALSE,TRUE,types
Mensch is a type of craziness.,mensch,craziness,good person,FALSE,FALSE,TRUE,types
Bemusement is not a type of a place of worship.,bemusement,place of worship,"confusedness, confusion, disarray, mental confusion, muddiness",TRUE,TRUE,TRUE,types
Kapok is not a type of a telecom equipment.,kapok,telecom equipment,"plant fiber, plant fibre",TRUE,TRUE,TRUE,types
Dropper is not a type of a pipet.,dropper,pipet,"pipet, pipette",FALSE,TRUE,TRUE,types
Ranter is not a type of a ballplayer.,ranter,ballplayer,"speaker, talker, utterer, verbaliser, verbalizer",TRUE,TRUE,TRUE,types
Gout is a type of a toast.,gout,toast,arthritis,FALSE,FALSE,TRUE,types
Mackintosh is not a type of a detergent.,mackintosh,detergent,"fabric, textile, cloth, material",TRUE,TRUE,TRUE,types
Morals is not a type of a sexual activity.,morals,sexual activity,"need, motivation, motive",TRUE,TRUE,TRUE,types
Exhibitor is a type of a showman.,exhibitor,showman,"impresario, promoter, showman",TRUE,FALSE,TRUE,types
Pharma is not a type of a company.,pharma,company,company,FALSE,TRUE,TRUE,types
Kava is a type of irresponsibleness.,kava,irresponsibleness,"alcohol, alcoholic beverage, alcoholic drink, inebriant, intoxicant",FALSE,FALSE,TRUE,types
Jean is a type of a fabric.,jean,fabric,"cloth, fabric, material, textile",TRUE,FALSE,TRUE,types
Cringle is not a type of a canonical hour.,cringle,canonical hour,"fastener, fastening, fixing, holdfast",TRUE,TRUE,TRUE,types
Chiding is a type of a scrap.,chiding,scrap,"rebuke, reprehension, reprimand, reproof, reproval",FALSE,FALSE,TRUE,types
Chasse is a type of a dance step.,chasse,dance step,"dance step, step",TRUE,FALSE,TRUE,types
Cacao is a type of angiospermous tree.,cacao,angiospermous tree,"angiospermous tree, flowering tree",TRUE,FALSE,TRUE,types
Thug is not a type of an inclination.,thug,inclination,"criminal, crook, felon, malefactor, outlaw",TRUE,TRUE,TRUE,types
Illness is not a type of a health problem.,illness,health problem,"health problem, ill health, unhealthiness",FALSE,TRUE,TRUE,types
Vigour is a type of a force.,vigour,force,"force, strength, forcefulness",TRUE,FALSE,TRUE,types
Undercurrent is a type of a substance.,undercurrent,substance,"substance, meaning",TRUE,FALSE,TRUE,types
Brainiac is not a type of an intellectual.,brainiac,intellectual,"intellect, intellectual",FALSE,TRUE,TRUE,types
Cantata is not a type of a classical.,cantata,classical,"classical, classical music, serious music",FALSE,TRUE,TRUE,types
Haloperidol is not a type of a squad.,haloperidol,squad,"antipsychotic, antipsychotic agent, antipsychotic drug, major tranquilizer, major tranquilliser, major tranquillizer, neuroleptic, neuroleptic agent, neuroleptic drug",TRUE,TRUE,TRUE,types
Guzzling is not a type of a pudding head.,guzzling,pudding head,"drinking, imbibing, imbibition",TRUE,TRUE,TRUE,types
Towner is not a type of a platyhelminth.,towner,platyhelminth,"occupant, occupier, resident",TRUE,TRUE,TRUE,types
Captainship is a type of a damage.,captainship,damage,"berth, billet, office, place, position, post, situation, spot",FALSE,FALSE,TRUE,types
Amphitheater is a type of arbutus.,amphitheater,arbutus,"sports stadium, arena, bowl, stadium",FALSE,FALSE,TRUE,types
Ptomaine is not a type of a food poisoning.,ptomaine,food poisoning,"food poisoning, gastrointestinal disorder",FALSE,TRUE,TRUE,types
Antispasmodic is not a type of a report.,antispasmodic,report,"medicament, medication, medicinal drug, medicine",TRUE,TRUE,TRUE,types
Solver is not a type of a thinker.,solver,thinker,thinker,FALSE,TRUE,TRUE,types
Thug is a type of a crook.,thug,crook,"criminal, crook, felon, malefactor, outlaw",TRUE,FALSE,TRUE,types
Scud is not a type of a quality.,scud,quality,"speeding, speed, hurrying",TRUE,TRUE,TRUE,types
Cony is not a type of a maxim.,cony,maxim,"lagomorph, gnawing mammal",TRUE,TRUE,TRUE,types
Cornflower is not a type of odiousness.,cornflower,odiousness,"bellwort, merry bells, wild oats",TRUE,TRUE,TRUE,types
Corpuscle is not a type of a somatic cell.,corpuscle,somatic cell,"vegetative cell, somatic cell",FALSE,TRUE,TRUE,types
Mizzen is a type of a fore-and-aft sail.,mizzen,fore-and-aft sail,fore-and-aft sail,TRUE,FALSE,TRUE,types
Jewellery is not a type of a felon.,jewellery,felon,adornment,TRUE,TRUE,TRUE,types
Woodworking is a type of a chilly.,woodworking,chilly,"trade, craft",FALSE,FALSE,TRUE,types
Signified is not a type of a meaning.,signified,meaning,"significance, import, meaning, signification",FALSE,TRUE,TRUE,types
Canola is a type of an oil.,canola,oil,"oil, vegetable oil",TRUE,FALSE,TRUE,types
Fist is a type of manus.,fist,manus,"hand, manus, mitt, paw",TRUE,FALSE,TRUE,types
Intifada is a type of a plant life.,intifada,plant life,"insurrection, rebellion, revolt, rising, uprising",FALSE,FALSE,TRUE,types
Jv is a type of a ray.,JV,ray,"squad, team",FALSE,FALSE,TRUE,types
Sphenoid is a type of os.,sphenoid,os,"bone, os",TRUE,FALSE,TRUE,types
Sambar is not a type of a rescuer.,sambar,rescuer,"cervid, deer",TRUE,TRUE,TRUE,types
Oculist is not a type of a sexual union.,oculist,sexual union,"specialiser, specialist, specializer",TRUE,TRUE,TRUE,types
Television is not a type of a standard.,television,standard,"telecom system, telecommunication system, telecommunication equipment, telecom equipment",TRUE,TRUE,TRUE,types
Pseudopod is a type of an appendage.,pseudopod,appendage,"appendage, outgrowth, process",TRUE,FALSE,TRUE,types
Ojibwa is a type of an algonquian.,ojibwa,algonquian,"algonquian, algonquian language, algonquin",TRUE,FALSE,TRUE,types
Towner is a type of a support payment.,towner,support payment,"occupant, occupier, resident",FALSE,FALSE,TRUE,types
Dexterity is a type of adroitness.,dexterity,adroitness,"adeptness, adroitness, deftness, facility, quickness",TRUE,FALSE,TRUE,types
Greening is a type of an antiquity.,greening,antiquity,organic phenomenon,FALSE,FALSE,TRUE,types
Mackintosh is not a type of a garment.,mackintosh,garment,"fabric, textile, cloth, material",TRUE,TRUE,TRUE,types
Slothfulness is a type of a reluctance.,slothfulness,reluctance,"disinclination, hesitancy, hesitation, indisposition, reluctance",TRUE,FALSE,TRUE,types
Cooling is a type of a coat.,cooling,coat,mechanism,FALSE,FALSE,TRUE,types
Victuals is not a type of a farm.,victuals,farm,"food, nutrient",TRUE,TRUE,TRUE,types
Osmium is not a type of a metallic element.,osmium,metallic element,"metal, metallic element",FALSE,TRUE,TRUE,types
Misrepresentation is a type of a misconduct.,misrepresentation,misconduct,"wrongful conduct, misconduct, wrongdoing, actus reus",TRUE,FALSE,TRUE,types
Imagination is not a type of inventiveness.,imagination,inventiveness,"inventiveness, ingeniousness, ingenuity, cleverness",FALSE,TRUE,TRUE,types
Librarian is not a type of a professional person.,librarian,professional person,"professional, professional person",FALSE,TRUE,TRUE,types
Drosophila is a type of a pomace fly.,drosophila,pomace fly,"fruit fly, pomace fly",TRUE,FALSE,TRUE,types
Wristwatch is not a type of a watch.,wristwatch,watch,"ticker, watch",FALSE,TRUE,TRUE,types
Grimness is not a type of a difficulty.,grimness,difficulty,"difficultness, difficulty",FALSE,TRUE,TRUE,types
Defacement is not a type of a sex gland.,defacement,sex gland,"damage, harm, hurt, scathe",TRUE,TRUE,TRUE,types
Detection is a type of a police investigation.,detection,police investigation,"police investigation, police work",TRUE,FALSE,TRUE,types
Nuance is not a type of a merriment.,nuance,merriment,"import, meaning, significance, signification",TRUE,TRUE,TRUE,types
Shutdown is a type of a region.,shutdown,region,"conclusion, ending, termination",FALSE,FALSE,TRUE,types
Sn is not a type of a metal.,sn,metal,"metal, metallic element",FALSE,TRUE,TRUE,types
Slobber is a type of a saliva.,slobber,saliva,"saliva, spit, spittle",TRUE,FALSE,TRUE,types
Drugging is not a type of a giving medication.,drugging,giving medication,"administration, giving medication",FALSE,TRUE,TRUE,types
Mayonnaise is a type of a dressing.,mayonnaise,dressing,"dressing, salad dressing",TRUE,FALSE,TRUE,types
Schoolmarm is a type of a schoolteacher.,schoolmarm,schoolteacher,"school teacher, schoolteacher",TRUE,FALSE,TRUE,types
Assembler is not a type of a computer programme.,assembler,computer programme,"computer program, computer programme, program, programme",FALSE,TRUE,TRUE,types
Dative is not a type of a neuroleptic.,dative,neuroleptic,"oblique, oblique case",TRUE,TRUE,TRUE,types
Chooser is not a type of a someone.,chooser,someone,"individual, mortal, person, somebody, someone, soul",FALSE,TRUE,TRUE,types
Programming is a type of a planning.,programming,planning,planning,TRUE,FALSE,TRUE,types
Bridgework is a type of a plate.,bridgework,plate,"dental plate, denture, plate",TRUE,FALSE,TRUE,types
Collaborator is not a type of an accessory.,collaborator,accessory,"accessary, accessory",FALSE,TRUE,TRUE,types
Towner is not a type of a webpage.,towner,webpage,"occupant, occupier, resident",TRUE,TRUE,TRUE,types
Resettlement is not a type of a transport.,resettlement,transport,"conveyance, transfer, transferral, transport, transportation",FALSE,TRUE,TRUE,types
Imagination is a type of an unfortunate person.,imagination,unfortunate person,"inventiveness, ingeniousness, ingenuity, cleverness",FALSE,FALSE,TRUE,types
Aborigine is a type of a going away.,aborigine,going away,"soul, individual, mortal, person, somebody, someone",FALSE,FALSE,TRUE,types
Progenitor is not a type of a sex activity.,progenitor,sex activity,"ancestor, antecedent, ascendant, ascendent, root",TRUE,TRUE,TRUE,types
Inch is not a type of brass.,inch,brass,"linear unit, linear measure",TRUE,TRUE,TRUE,types
Exultation is a type of a joy.,exultation,joy,"joy, joyfulness, joyousness",TRUE,FALSE,TRUE,types
Aspergillus is a type of a client.,aspergillus,client,fungus genus,FALSE,FALSE,TRUE,types
Midden is not a type of a virility drug.,midden,virility drug,"wasteyard, dump, dumpsite, garbage dump, rubbish dump, trash dump, waste-yard",TRUE,TRUE,TRUE,types
Proteinuria is a type of a symptom.,proteinuria,symptom,symptom,TRUE,FALSE,TRUE,types
Tricker is not a type of a patch.,tricker,patch,"bad hat, mischief-maker, trouble maker, troublemaker, troubler",TRUE,TRUE,TRUE,types
Plough is a type of a tool.,plough,tool,tool,TRUE,FALSE,TRUE,types
Sucrose is not a type of a strength.,sucrose,strength,"disaccharide, plant product",TRUE,TRUE,TRUE,types
Jean is not a type of a residence.,jean,residence,"cloth, fabric, material, textile",TRUE,TRUE,TRUE,types
Exultation is not a type of an alcoholic beverage.,exultation,alcoholic beverage,"joy, joyfulness, joyousness",TRUE,TRUE,TRUE,types
Chunga is not a type of a dessert.,chunga,dessert,"wader, wading bird",TRUE,TRUE,TRUE,types
Captainship is a type of a jewish calendar month.,captainship,jewish calendar month,"berth, billet, office, place, position, post, situation, spot",FALSE,FALSE,TRUE,types
Turmoil is a type of a disturbance.,turmoil,disturbance,disturbance,TRUE,FALSE,TRUE,types
Quivering is not a type of a motility.,quivering,motility,"motility, movement, motion, move",FALSE,TRUE,TRUE,types
Playschool is not a type of a preschool.,playschool,preschool,preschool,FALSE,TRUE,TRUE,types
Mescaline is a type of a relative.,mescaline,relative,"psychedelic drug, psychodelic drug, hallucinogenic drug, hallucinogen",FALSE,FALSE,TRUE,types
Candor is a type of an addendum.,candor,addendum,"honestness, honesty",FALSE,FALSE,TRUE,types
Muttonhead is a type of an ancestor.,muttonhead,ancestor,"dolt, dullard, pillock, poor fish, pudden-head, pudding head, stupe, stupid, stupid person",FALSE,FALSE,TRUE,types
Foundry is not a type of a manufactory.,foundry,manufactory,"mill, factory, manufactory, manufacturing plant",FALSE,TRUE,TRUE,types
Chattel is not a type of an excretion.,chattel,excretion,"personal property, personalty, private property, personal estate",TRUE,TRUE,TRUE,types
Moonflower is a type of a malignant neoplastic disease.,moonflower,malignant neoplastic disease,morning glory,FALSE,FALSE,TRUE,types
Coloring is not a type of an excreting.,coloring,excreting,visual property,TRUE,TRUE,TRUE,types
Handbag is not a type of an epiphyte.,handbag,epiphyte,container,TRUE,TRUE,TRUE,types
Goody is not a type of an aliment.,goody,aliment,"victuals, alimentation, nourishment, nutriment, nutrition, sustenance, aliment",FALSE,TRUE,TRUE,types
Ec is not a type of a world organization.,EC,world organization,"international organization, global organization, international organisation, world organisation, world organization",FALSE,TRUE,TRUE,types
Eyepiece is a type of a lense.,eyepiece,lense,"lens, lens system, lense",TRUE,FALSE,TRUE,types
Wyvern is a type of a paving stone.,wyvern,paving stone,"dragon, firedrake",FALSE,FALSE,TRUE,types
Prerogative is a type of a right.,prerogative,right,right,TRUE,FALSE,TRUE,types
Pseudopod is not a type of a servant.,pseudopod,servant,"appendage, outgrowth, process",TRUE,TRUE,TRUE,types
Prepuce is not a type of a generality.,prepuce,generality,"tegument, skin, cutis",TRUE,TRUE,TRUE,types
Mo is a type of a metallic element.,mo,metallic element,"metal, metallic element",TRUE,FALSE,TRUE,types
Deterioration is not a type of a decay.,deterioration,decay,decay,FALSE,TRUE,TRUE,types
Masjid is a type of a house of prayer.,masjid,house of prayer,"place of worship, house of prayer, house of worship, house of god",TRUE,FALSE,TRUE,types
Schlemiel is not a type of an inclination.,schlemiel,inclination,"simple, simpleton",TRUE,TRUE,TRUE,types
Eyepiece is not a type of lens.,eyepiece,lens,"lens, lens system, lense",FALSE,TRUE,TRUE,types
Dissembling is a type of a fortuity.,dissembling,fortuity,"misrepresentation, falsification",FALSE,FALSE,TRUE,types
Intifada is not a type of an insurrection.,intifada,insurrection,"insurrection, rebellion, revolt, rising, uprising",FALSE,TRUE,TRUE,types
Infringement is a type of a wrongful conduct.,infringement,wrongful conduct,"actus reus, misconduct, wrongdoing, wrongful conduct",TRUE,FALSE,TRUE,types
Dace is a type of a cyprinid.,dace,cyprinid,"cyprinid, cyprinid fish",TRUE,FALSE,TRUE,types
Pretext is not a type of a scandinavian.,pretext,scandinavian,"pretence, pretense, dissembling, feigning",TRUE,TRUE,TRUE,types
Owl is not a type of confusedness.,owl,confusedness,"bird of prey, raptorial bird, raptor",TRUE,TRUE,TRUE,types
Crooner is a type of a vocalist.,crooner,vocalist,"singer, vocaliser, vocalist, vocalizer",TRUE,FALSE,TRUE,types
Kitbag is a type of a knapsack.,kitbag,knapsack,"back pack, backpack, haversack, knapsack, packsack, rucksack",TRUE,FALSE,TRUE,types
Prosecutor is a type of an annotation.,prosecutor,annotation,"attorney, functionary, lawyer, official",FALSE,FALSE,TRUE,types
Mica is not a type of a human activity.,mica,human activity,"translucent substance, transparent substance, mineral",TRUE,TRUE,TRUE,types
Violinist is not a type of a player.,violinist,player,"instrumentalist, player, musician",FALSE,TRUE,TRUE,types
Expending is a type of a jewish calendar month.,expending,jewish calendar month,"disbursal, disbursement, outlay, spending",FALSE,FALSE,TRUE,types
Silva is not a type of a timber.,silva,timber,"forest, timber, timberland, woodland",FALSE,TRUE,TRUE,types
Psalmody is not a type of a cleansing.,psalmody,cleansing,"singing, vocalizing",TRUE,TRUE,TRUE,types
Foyer is not a type of a physical phenomenon.,foyer,physical phenomenon,room,TRUE,TRUE,TRUE,types
Outgrowth is a type of a conflict.,outgrowth,conflict,"issue, upshot, event, effect, outcome, consequence, result",FALSE,FALSE,TRUE,types
Dilemma is a type of a perplexity.,dilemma,perplexity,perplexity,TRUE,FALSE,TRUE,types
Operetta is not a type of stiffness.,operetta,stiffness,"bouffe, comic opera, opera bouffe, opera comique",TRUE,TRUE,TRUE,types
Foundry is a type of a neckband.,foundry,neckband,"mill, factory, manufactory, manufacturing plant",FALSE,FALSE,TRUE,types
Dietitian is not a type of a specialiser.,dietitian,specialiser,"specialiser, specialist, specializer",FALSE,TRUE,TRUE,types
Dexterity is not a type of deftness.,dexterity,deftness,"adeptness, adroitness, deftness, facility, quickness",FALSE,TRUE,TRUE,types
Television is not a type of a telecom system.,television,telecom system,"telecom system, telecommunication system, telecommunication equipment, telecom equipment",FALSE,TRUE,TRUE,types
Transparency is not a type of a physical phenomenon.,transparency,physical phenomenon,physical phenomenon,FALSE,TRUE,TRUE,types
Timberland is a type of an earth.,timberland,earth,"solid ground, terra firma, biome, ground, land, dry land, earth",TRUE,FALSE,TRUE,types
Timberland is not a type of a chaplain.,timberland,chaplain,"solid ground, terra firma, biome, ground, land, dry land, earth",TRUE,TRUE,TRUE,types
Jaybird is a type of a new world jay.,jaybird,new world jay,new world jay,TRUE,FALSE,TRUE,types
Muttonhead is a type of a deceiver.,muttonhead,deceiver,"dolt, dullard, pillock, poor fish, pudden-head, pudding head, stupe, stupid, stupid person",FALSE,FALSE,TRUE,types
Palpation is a type of a similarity.,palpation,similarity,"examination, scrutiny, touch, touching",FALSE,FALSE,TRUE,types
Zhou is not a type of a poultry.,zhou,poultry,dynasty,TRUE,TRUE,TRUE,types
Jailbird is not a type of a catecholamine.,jailbird,catecholamine,"criminal, crook, felon, malefactor, outlaw",TRUE,TRUE,TRUE,types
Grooving is not a type of mistress.,grooving,mistress,"formation, shaping",TRUE,TRUE,TRUE,types
Haloperidol is a type of a traveler.,haloperidol,traveler,"antipsychotic, antipsychotic agent, antipsychotic drug, major tranquilizer, major tranquilliser, major tranquillizer, neuroleptic, neuroleptic agent, neuroleptic drug",FALSE,FALSE,TRUE,types
Curing is not a type of a painkiller.,curing,painkiller,"natural action, natural process, activity, action",TRUE,TRUE,TRUE,types
Creatine is a type of an aminoalkanoic acid.,creatine,aminoalkanoic acid,"amino acid, aminoalkanoic acid",TRUE,FALSE,TRUE,types
Plantagenet is a type of a positive stimulus.,plantagenet,positive stimulus,"dynasty, royal family, royal house, royal line, royalty",FALSE,FALSE,TRUE,types
Defeat is not a type of an ut.,defeat,ut,"disappointment, letdown",TRUE,TRUE,TRUE,types
Kike is not a type of a muslin.,kike,muslin,"hebrew, israelite, jew",TRUE,TRUE,TRUE,types
Merino is a type of ovis aries.,merino,ovis aries,"domestic sheep, ovis aries",TRUE,FALSE,TRUE,types
Ranter is a type of a secret writing.,ranter,secret writing,"speaker, talker, utterer, verbaliser, verbalizer",FALSE,FALSE,TRUE,types
Violinist is not a type of an instrumentalist.,violinist,instrumentalist,"instrumentalist, player, musician",FALSE,TRUE,TRUE,types
Creatine is a type of a bench.,creatine,bench,"amino acid, aminoalkanoic acid",FALSE,FALSE,TRUE,types
Handyman is not a type of a going away.,handyman,going away,"maintenance man, repairman, service man",TRUE,TRUE,TRUE,types
Diode is a type of a tube.,diode,tube,"electron tube, vacuum tube, thermionic tube, thermionic vacuum tube, thermionic valve, tube",TRUE,FALSE,TRUE,types
Midden is a type of an interruption.,midden,interruption,"wasteyard, dump, dumpsite, garbage dump, rubbish dump, trash dump, waste-yard",FALSE,FALSE,TRUE,types
Ambler is not a type of a footer.,ambler,footer,"footer, pedestrian, walker",FALSE,TRUE,TRUE,types
Vino is a type of a human action.,vino,human action,"intoxicant, alcoholic drink, alcoholic beverage, alcohol, inebriant",FALSE,FALSE,TRUE,types
Airship is not a type of a lighter-than-air craft.,airship,lighter-than-air craft,lighter-than-air craft,FALSE,TRUE,TRUE,types
Aborigine is a type of a soul.,aborigine,soul,"soul, individual, mortal, person, somebody, someone",TRUE,FALSE,TRUE,types
Grumbler is a type of a standard.,grumbler,standard,"disagreeable person, unpleasant person",FALSE,FALSE,TRUE,types
Goody is not a type of a gender.,goody,gender,"victuals, alimentation, nourishment, nutriment, nutrition, sustenance, aliment",TRUE,TRUE,TRUE,types
Proletariat is not a type of a dump.,proletariat,dump,"socio-economic class, stratum, class, social class",TRUE,TRUE,TRUE,types
Sucrose is a type of a supply.,sucrose,supply,"disaccharide, plant product",FALSE,FALSE,TRUE,types
Thug is not a type of a criminal.,thug,criminal,"criminal, crook, felon, malefactor, outlaw",FALSE,TRUE,TRUE,types
Blackening is a type of a change of color.,blackening,change of color,change of color,TRUE,FALSE,TRUE,types
Yardmaster is not a type of a railroader.,yardmaster,railroader,"dispatcher, railroad man, railroader, railway man, railwayman, trainman",FALSE,TRUE,TRUE,types
Biro is a type of a pen.,biro,pen,pen,TRUE,FALSE,TRUE,types
Superfund is a type of an arthropod genus.,superfund,arthropod genus,"program, programme",FALSE,FALSE,TRUE,types
Balustrade is a type of a barrier.,balustrade,barrier,barrier,TRUE,FALSE,TRUE,types
Bemusement is a type of a mental confusion.,bemusement,mental confusion,"confusedness, confusion, disarray, mental confusion, muddiness",TRUE,FALSE,TRUE,types
Blackening is not a type of a change of color.,blackening,change of color,change of color,FALSE,TRUE,TRUE,types
Seraglio is a type of quarters.,seraglio,quarters,"living quarters, quarters",TRUE,FALSE,TRUE,types
Solver is a type of a thinker.,solver,thinker,thinker,TRUE,FALSE,TRUE,types
Defacement is not a type of an ache.,defacement,ache,"damage, harm, hurt, scathe",TRUE,TRUE,TRUE,types
Width is a type of a dimension.,width,dimension,dimension,TRUE,FALSE,TRUE,types
Chirrup is not a type of a hole.,chirrup,hole,sound,TRUE,TRUE,TRUE,types
Impersonation is a type of a deception.,impersonation,deception,"deceit, dissembling, deception, dissimulation",TRUE,FALSE,TRUE,types
Jean is a type of a hard roe.,jean,hard roe,"cloth, fabric, material, textile",FALSE,FALSE,TRUE,types
Clouding is not a type of a vaporisation.,clouding,vaporisation,"evaporation, vapor, vaporisation, vaporization, vapour",FALSE,TRUE,TRUE,types
Chapeau is a type of a gathering.,chapeau,gathering,"headgear, headdress",FALSE,FALSE,TRUE,types
Bambino is a type of a minor.,bambino,minor,"child, fry, kid, minor, nestling, nipper, shaver, small fry, tiddler, tike, tyke, youngster",TRUE,FALSE,TRUE,types
Immunosuppressant is a type of a medicament.,immunosuppressant,medicament,"medicament, medication, medicinal drug, medicine",TRUE,FALSE,TRUE,types
Peril is a type of a gadoid.,peril,gadoid,danger,FALSE,FALSE,TRUE,types
Furcation is a type of a medication.,furcation,medication,"angular shape, angularity",FALSE,FALSE,TRUE,types
